CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
708871158,no,60,male,1,third level,single,51 – 70k,gold,42,28701.00,0.000,yes,0.538028320734227
708873183,no,47,male,2,third level,single,51 – 70k,blue,39,17575.00,0.035,no,0.967579233004282
708874533,yes,45,female,2,third level,married/living with partner,<30k,blue,36,3387.00,0.000,yes,0.399653349239954
708876183,no,51,male,1,secondary,single,51 – 70k,gold,43,28673.00,0.000,yes,0.71115213620049
708878508,no,45,female,3,secondary,married/living with partner,<30k,blue,37,2104.00,0.602,no,0.415376810897667
708879483,no,48,female,1,third level,divorced,<30k,blue,36,4006.00,0.411,no,0.0984778480840018
708880683,no,49,male,5,third level,married/living with partner,31 – 50k,blue,40,3970.00,0.225,no,0.063407823540786
708881583,no,50,male,2,primary,married/living with partner,31 – 50k,blue,43,12458.00,0.107,no,0.249778394529209
708884658,no,48,female,2,third level,married/living with partner,<30k,blue,31,2315.00,0.676,no,0.998008898695661
708885558,yes,56,female,1,secondary,single,<30k,blue,48,3556.00,0.000,yes,0.570136115158493
708886533,no,50,male,1,third level,single,111k+,blue,41,13032.00,0.131,no,0.934767177762501
708887433,no,65,male,0,third level,single,<30k,blue,56,2717.00,0.000,yes,0.0261089745643673
708888633,yes,52,male,3,third level,married/living with partner,71 – 110k,blue,36,3022.00,0.296,no,0.117292708706316
708890958,no,55,male,3,third level,single,111k+,blue,42,31636.00,0.080,no,0.135787316939782
708892833,yes,37,male,2,third level,married/living with partner,111k+,blue,30,13662.00,0.000,yes,0.187122529042075
708894183,no,53,male,3,third level,single,111k+,gold,44,34516.00,0.031,no,0.493325848354541
708897408,no,46,male,3,third level,single,51 – 70k,blue,36,1621.00,0.486,no,0.0959139795453453
708902883,no,55,male,2,third level,single,111k+,blue,36,12856.00,0.000,yes,0.374170536970202
708905733,no,45,male,5,primary,single,51 – 70k,blue,32,20633.00,0.096,no,0.775831390031054
708908883,no,37,female,2,third level,divorced,<30k,gold,32,12033.00,0.085,no,0.401785546550713
708913233,no,37,male,1,secondary,married/living with partner,31 – 50k,blue,28,3601.00,0.343,no,0.808246133351189
708917133,no,48,male,3,secondary,single,71 – 110k,blue,35,11851.00,0.000,yes,0.0314765896678979
708918558,yes,37,female,2,third level,married/living with partner,31 – 50k,blue,36,1959.00,0.338,no,0.581115128123086
708924783,no,43,male,3,third level,divorced,71 – 110k,blue,36,5506.00,0.387,no,0.41204181288399
708927108,yes,53,male,2,third level,married/living with partner,111k+,blue,36,12778.00,0.040,no,0.484311266161326
708928008,no,34,female,2,secondary,single,31 – 50k,blue,36,1677.00,0.000,yes,0.235998785850402
708928908,no,39,female,1,third level,single,<30k,blue,23,2533.00,0.000,yes,0.816828132714321
708931908,no,48,male,3,secondary,single,31 – 50k,blue,36,7400.00,0.086,no,0.437324384846099
708937608,no,37,female,4,secondary,single,<30k,blue,18,2001.00,0.683,no,0.357467144075136
708938508,no,63,male,1,secondary,married/living with partner,31 – 50k,blue,36,4559.00,0.345,no,0.0514016130920815
708942408,no,46,female,3,primary,single,31 – 50k,blue,36,7020.00,0.254,no,0.50154765073196
708944958,no,47,male,2,primary,single,51 – 70k,blue,40,3569.00,0.289,no,0.680947374070634
708946008,yes,46,female,3,third level,married/living with partner,<30k,blue,36,1438.30,0.844,no,0.572803592278225
708947208,no,36,male,2,third level,single,71 – 110k,blue,17,2900.00,0.700,no,0.959926700698449
708948483,yes,54,male,3,third level,married/living with partner,71 – 110k,gold,36,34516.00,0.022,no,0.446934839365279
708949908,yes,50,male,1,third level,divorced,111k+,blue,42,1656.00,0.000,yes,0.461374795906818
708952758,no,41,female,3,third level,married/living with partner,<30k,blue,35,2066.00,0.746,no,0.298965296228014
708959583,no,47,male,2,secondary,married/living with partner,51 – 70k,blue,39,9389.00,0.077,no,0.489858354657853
708960858,no,40,male,4,secondary,married/living with partner,71 – 110k,blue,21,11502.00,0.180,no,0.669085662374114
708963258,yes,46,male,3,third level,married/living with partner,51 – 70k,blue,39,13344.00,0.143,no,0.960465770706434
708967608,no,53,female,1,third level,single,<30k,blue,45,3471.00,0.514,no,0.293359702875525
708968733,no,47,male,3,primary,married/living with partner,71 – 110k,blue,38,31987.00,0.000,yes,0.918942191868238
708971583,no,38,female,2,primary,single,<30k,blue,29,3590.00,0.536,no,0.328452435296993
708972783,yes,48,female,4,third level,married/living with partner,<30k,blue,37,1745.00,0.000,yes,0.592583636164832
708974283,no,50,male,4,third level,married/living with partner,51 – 70k,blue,34,18142.00,0.000,yes,0.929981874540425
708976908,yes,40,male,3,third level,single,71 – 110k,blue,36,8958.00,0.000,yes,0.828665443580616
708980283,no,34,male,3,secondary,married/living with partner,71 – 110k,blue,23,4185.00,0.601,no,0.0722073588944091
708982158,no,48,female,2,third level,single,<30k,blue,36,3352.00,0.633,no,0.686211105370014
708983658,yes,51,male,2,primary,single,111k+,blue,39,16868.00,0.000,yes,0.355159645573205
708992733,no,50,female,0,secondary,married/living with partner,<30k,blue,36,1513.00,0.000,yes,0.046122429456799
708996708,no,55,male,1,third level,single,71 – 110k,blue,46,21032.00,0.067,no,0.368294882588912
708997833,no,49,female,4,third level,single,31 – 50k,blue,39,3255.00,0.185,no,0.816846504877487
708998583,no,47,female,4,third level,married/living with partner,<30k,blue,39,1790.00,0.000,yes,0.38473075356446
709005633,yes,62,male,0,secondary,single,51 – 70k,blue,51,18734.00,0.000,yes,0.768386816428699
709007883,no,37,male,2,third level,married/living with partner,<30k,blue,28,3079.00,0.411,no,0.559100048288481
709008708,no,47,male,3,third level,married/living with partner,<30k,blue,34,8390.00,0.000,yes,0.758214895983927
709009833,no,54,male,3,third level,married/living with partner,31 – 50k,blue,44,1655.00,0.000,yes,0.929929491122762
709012083,no,39,male,1,primary,married/living with partner,<30k,blue,28,4683.00,0.537,no,0.985864508164132
709013208,no,40,male,2,primary,single,71 – 110k,blue,36,15594.00,0.108,no,0.522834449660612
709014558,no,49,male,2,primary,married/living with partner,51 – 70k,blue,42,3783.00,0.000,yes,0.663850925101122
709015833,no,42,male,2,third level,single,51 – 70k,gold,36,34516.00,0.000,yes,0.000945109195299554
709019283,no,47,male,1,third level,married/living with partner,71 – 110k,blue,39,5660.00,0.390,no,0.543588044495205
709022883,no,44,female,4,third level,married/living with partner,<30k,blue,36,1438.30,0.000,yes,0.350537906596003
709025583,no,53,male,3,secondary,married/living with partner,71 – 110k,blue,36,9355.00,0.076,no,0.260145294422969
709029408,no,41,male,4,third level,married/living with partner,51 – 70k,blue,36,8923.00,0.282,no,0.402217558738407
709040508,no,57,male,4,primary,married/living with partner,111k+,blue,38,19802.00,0.099,no,0.704202885408917
709042908,no,51,female,1,third level,married/living with partner,31 – 50k,blue,44,1438.30,0.000,yes,0.756351653311762
709051533,no,46,female,1,third level,married/living with partner,31 – 50k,blue,26,2933.00,0.535,no,0.323768964368569
709052883,no,47,female,4,secondary,single,31 – 50k,blue,36,1596.00,0.000,yes,0.985458655738084
709056558,no,43,female,3,third level,married/living with partner,31 – 50k,blue,31,2800.00,0.899,no,0.664073548158524
709058808,no,56,female,2,third level,married/living with partner,<30k,blue,36,2781.00,0.372,no,0.0869830233610441
709061658,no,44,female,1,third level,single,<30k,blue,31,1550.00,0.462,no,0.11071193606634
709064208,yes,43,female,2,primary,single,<30k,blue,32,1628.00,0.169,no,0.463089670272423
709065483,no,40,female,3,third level,divorced,31 – 50k,blue,28,9243.00,0.218,no,0.535079988458155
709066983,no,50,male,4,secondary,married/living with partner,111k+,blue,41,34516.00,0.068,no,0.901618654749833
709068183,no,53,male,4,third level,single,51 – 70k,blue,42,3096.00,0.000,yes,0.611294469128935
709071408,no,56,female,5,third level,single,31 – 50k,blue,37,2607.00,0.653,no,0.365392580588674
709074108,no,36,male,2,third level,single,51 – 70k,blue,24,23032.00,0.036,no,0.743438701430583
709075533,yes,41,male,5,primary,single,71 – 110k,blue,32,12094.00,0.000,yes,0.740003282896995
709077933,no,26,female,0,secondary,married/living with partner,<30k,blue,18,5422.00,0.126,no,0.609106119895298
709078908,no,48,female,3,secondary,single,<30k,blue,32,2648.00,0.581,no,0.69561183876494
709079883,yes,45,female,4,third level,married/living with partner,<30k,blue,36,1663.00,0.609,no,0.789850611011465
709080783,no,56,female,1,third level,single,<30k,blue,38,1737.00,0.000,yes,0.973121304759884
709081683,no,65,male,1,secondary,single,<30k,blue,54,4599.00,0.313,no,0.15434152344392
709082808,no,53,female,2,secondary,married/living with partner,<30k,blue,36,2156.00,0.556,no,0.0457223104381237
709085358,no,36,male,1,third level,single,51 – 70k,blue,36,2601.00,0.699,no,0.32403338050988
709086933,no,40,female,3,third level,single,<30k,blue,22,3372.00,0.746,no,0.308187411825393
709087983,no,35,female,3,third level,single,<30k,blue,27,1438.30,0.000,yes,0.934356855084265
709094358,no,51,female,1,third level,single,<30k,blue,41,8900.00,0.090,no,0.833176936419363
709096908,no,57,male,2,third level,married/living with partner,111k+,blue,49,4698.00,0.209,no,0.959424661634798
709101258,yes,41,female,2,secondary,divorced,<30k,blue,28,1478.00,0.355,no,0.415516822976603
709102458,yes,47,male,2,secondary,single,71 – 110k,blue,36,4754.00,0.000,yes,0.741860056558874
709103358,no,39,female,2,third level,single,<30k,blue,36,9476.00,0.000,yes,0.418531271248676
709104333,no,50,male,5,third level,married/living with partner,111k+,gold,36,34516.00,0.026,no,0.193823520226931
709106358,no,40,male,3,primary,married/living with partner,51 – 70k,blue,21,4716.00,0.000,yes,0.706738579400564
709108533,no,49,male,4,third level,married/living with partner,71 – 110k,blue,29,9959.00,0.223,no,0.893626745175758
709110633,no,41,male,1,third level,single,71 – 110k,blue,29,21684.00,0.081,no,0.714734801133953
709112508,yes,42,female,3,third level,single,<30k,blue,36,3802.00,0.342,no,0.0195355074763189
709117533,no,42,male,3,secondary,single,71 – 110k,blue,36,21134.00,0.071,no,0.621901454706732
709120008,no,43,male,2,secondary,single,51 – 70k,blue,36,6976.00,0.000,yes,0.51978365441168
709121283,no,54,male,3,primary,married/living with partner,<30k,blue,36,1556.00,0.821,no,0.500616770647631
709122483,no,56,male,3,third level,married/living with partner,51 – 70k,blue,37,2783.00,0.548,no,0.46394600826535
709123908,no,43,female,2,third level,married/living with partner,31 – 50k,blue,36,4287.00,0.000,yes,0.385374986138455
709124883,no,49,male,3,third level,married/living with partner,71 – 110k,blue,37,2149.00,0.836,no,0.889354373525876
709127808,no,48,male,3,third level,divorced,51 – 70k,blue,35,6243.00,0.213,no,0.520794260783023
709140858,no,57,female,2,third level,single,<30k,blue,47,1727.00,0.577,no,0.219114235406758
709141908,no,53,male,2,third level,married/living with partner,71 – 110k,blue,41,10301.00,0.238,no,0.108162225767382
709143183,yes,52,female,2,third level,married/living with partner,31 – 50k,blue,43,1822.00,0.881,no,0.669468206425655
709149408,no,36,male,2,primary,married/living with partner,51 – 70k,blue,36,5605.00,0.236,no,0.825924195771138
709153008,no,37,male,3,secondary,married/living with partner,31 – 50k,blue,36,2523.00,0.983,no,0.705495414270107
709158333,no,44,male,4,third level,single,51 – 70k,blue,28,2758.00,0.167,no,0.635874209123115
709159308,no,42,female,4,secondary,single,<30k,blue,30,6172.00,0.196,no,0.797157093615932
709164408,yes,32,male,1,primary,married/living with partner,<30k,blue,23,2218.00,0.765,no,0.968880583541193
709171308,no,30,male,1,secondary,married/living with partner,51 – 70k,blue,16,15795.00,0.110,no,0.196437839941095
709175208,no,50,female,4,primary,single,<30k,blue,43,2835.00,0.808,no,0.529386048858241
709178733,yes,50,female,2,third level,married/living with partner,31 – 50k,blue,36,5527.00,0.203,no,0.988087927331021
709179708,no,40,male,2,third level,divorced,51 – 70k,blue,36,3099.00,0.000,yes,0.566516190186269
709183683,no,31,female,0,primary,single,<30k,blue,36,5391.00,0.000,yes,0.425036454298164
709185108,no,38,male,3,secondary,married/living with partner,51 – 70k,blue,26,5824.00,0.265,no,0.852674435865419
709186983,no,49,male,4,primary,married/living with partner,71 – 110k,blue,40,8714.00,0.258,no,0.62697468473046
709188108,no,45,male,2,third level,single,51 – 70k,gold,33,34516.00,0.044,no,0.401514238193776
709198158,no,50,female,4,third level,single,<30k,blue,36,3125.00,0.617,no,0.855938672439995
709199358,yes,60,male,1,primary,married/living with partner,<30k,blue,36,3316.00,0.000,yes,0.527801028968309
709204158,no,36,female,2,third level,single,<30k,blue,24,3438.00,0.328,no,0.829879782675389
709206333,yes,44,female,4,third level,single,31 – 50k,blue,30,4333.00,0.000,yes,0.541383765279612
709207458,no,44,male,3,third level,married/living with partner,31 – 50k,blue,27,10747.00,0.149,no,0.190490076401605
709208808,no,50,female,1,primary,married/living with partner,<30k,blue,36,2178.00,0.795,no,0.828004590443262
709210833,no,48,female,2,third level,married/living with partner,31 – 50k,blue,36,9074.00,0.182,no,0.333058623875359
709212183,no,53,female,2,third level,married/living with partner,<30k,blue,36,3176.00,0.463,no,0.376380088434143
709213458,yes,42,male,3,secondary,married/living with partner,71 – 110k,blue,36,22993.00,0.000,yes,0.96424958888372
709215708,no,49,male,2,third level,#NULL!,51 – 70k,blue,36,18253.00,0.138,no,0.800419456308264
709216533,no,52,male,2,third level,married/living with partner,71 – 110k,blue,36,2803.00,0.278,no,0.0463827091213033
709217358,no,40,male,3,third level,married/living with partner,71 – 110k,blue,36,20371.00,0.090,no,0.824598208915839
709219533,no,53,male,3,secondary,married/living with partner,51 – 70k,blue,41,2480.00,0.545,no,0.0791503902376512
709220583,no,34,male,3,third level,divorced,71 – 110k,blue,21,4670.00,0.000,yes,0.209413814670888
709224033,yes,53,male,4,primary,single,51 – 70k,blue,43,13720.00,0.000,yes,0.317344831193621
709224858,no,53,male,2,third level,married/living with partner,71 – 110k,blue,36,3610.00,0.451,no,0.443792972151731
709227033,no,53,male,3,third level,single,71 – 110k,blue,46,9065.00,0.171,no,0.653917638109621
709229358,no,46,female,5,primary,single,<30k,blue,38,2601.00,0.617,no,0.258649960271002
709230708,no,56,male,4,primary,single,<30k,blue,36,3864.00,0.428,no,0.244989030960374
709231683,no,36,female,2,third level,#NULL!,31 – 50k,blue,23,2024.00,0.445,no,0.354621341425306
709235058,no,46,male,4,third level,married/living with partner,31 – 50k,gold,36,18956.00,0.089,no,0.886739310121556
709236633,no,40,female,3,primary,divorced,31 – 50k,blue,28,6608.00,0.344,no,0.42557410066729
709239483,no,49,female,1,third level,married/living with partner,31 – 50k,blue,36,2721.00,0.561,no,0.452145446712736
709250508,no,63,male,1,primary,single,<30k,blue,56,6973.00,0.361,no,0.74913966792324
709253433,no,50,female,2,primary,married/living with partner,31 – 50k,blue,41,10946.00,0.175,no,0.287109083916762
709257708,no,47,female,2,secondary,single,<30k,blue,41,3108.00,0.636,no,0.90582087116388
709259958,yes,53,female,1,third level,single,<30k,blue,44,5541.00,0.454,no,0.490807729329735
709261383,no,56,female,3,third level,married/living with partner,31 – 50k,blue,36,1872.00,0.353,no,0.974360246259012
709265208,no,47,female,4,third level,single,<30k,blue,37,1438.30,0.542,no,0.60870007299577
709267308,no,62,male,1,third level,married/living with partner,71 – 110k,blue,49,2437.00,0.574,no,0.210289105460873
709269708,no,45,male,4,third level,single,111k+,gold,34,34516.00,0.043,no,0.677582029594358
709274583,no,40,male,2,secondary,married/living with partner,111k+,blue,27,12248.00,0.108,no,0.40793000660623
709275558,no,54,male,2,third level,single,51 – 70k,blue,44,7866.00,0.000,yes,0.853629127859449
709276908,no,38,female,2,secondary,single,31 – 50k,blue,25,1438.30,0.000,yes,0.0791009206055618
